"ID","Name","NLayers","EnvConditions","EnvTimestamp","Tilt","Keff","Thickness","HoutWinter","HoutSummer","HinWinter","HinSummer","HCinWinter","HCinSummer","HRinWinter","HRinSummer","HCoutWinter","HCoutSummer","HRoutWinter","HRoutSummer","ToutWinter","ToutSummer","TinWinter","TinSummer","SolarWinter","SolarSummer","UvalCenterWinter","UvalCenterSummer","SCWinter","SCSummer","SHGC","RHInsideWinter","RHInsideSummer","RHOutsideWinter","RHOutsideSummer","RelHeatGain","Tsol","Routsol","Rinsol","Tvis","Rinvis","Routvis","Tuv","Tir","Emishout","Emishin","Wldom1","Wldom2","Purity1","Purity2","Chrom1","Chrom2","Chrom3","Chrom4","Cielab1","Cielab2","Cielab3","Cielab4","Cielab5","Cielab6","Comment","Color","Manufacturer","Certification","Status","Timestamp","Tdw-K","Tdw-ISO"
13,Triple-pane like thermotech,3,1,28433,90,0.0323821,32.8168,29.1884,20.7973,6.93204,8.28151,2.21623,2.87066,4.71581,5.41085,26,15.2,3.18844,5.59726,-18,32,21,24,0,783,0.965632,1.05021,0,0.70336,0.610274,0,0,0,0,451.92,0.455726,0.196151,0.174958,0.640175,0.191986,0.216542,0.295265,0,0.84,0.84,0.562977,0.466409,0.060426,0.0167917,0,0,0,0,83.8384,-2.74927,5.88667,53.7126,0.235045,-1.31797,,0,,#,0,3355,0.35299,0.501186
