building:all zones:insolation:adverse (W), building:all zones:insolation:total (W), building:all zones:insolation:useful (W), building:all zones:supplied energy:cooling (W), building:all zones:supplied energy:heating (W), building:day number:present (days), building:hour:present (hours), building:month (-), building:time step (-), building:zone 01:air point:temperature (oC), building:zone 01:envelope:infiltration:air changes per hour (ACH), building:zone 01:supplied energy:heating (W), building:zone 01:surface 06:temperature (oC), building:zone 01:surface 16:temperature (oC), building:zone 01:surface 17:temperature (oC), building:zone 01:surface 18:temperature (oC), building:zone 01:surface 19:temperature (oC), building:zone 01:surface 20:temperature (oC), building:zone 01:surface 21:temperature (oC), building:zone 01:surface 22:temperature (oC), building:zone 01:surface 23:temperature (oC), building:zone 01:surface 24:temperature (oC), building:zone 01:surface 25:temperature (oC), building:zone 01:surface 26:temperature (oC), building:zone 01:surface 27:temperature (oC), building:zone 01:surface 28:temperature (oC), building:zone 01:surface 29:temperature (oC), building:zone 01:surface 30:temperature (oC), building:zone 01:surface 31:temperature (oC), building:zone 01:windows:position (-), building:zone 02:air point:temperature (oC), building:zone 02:supplied energy:heating (W), building:zone 02:windows:position (-), building:zone 03:air point:temperature (oC), building:zone 03:supplied energy:heating (W), building:zone 03:windows:position (-), building:zone 04:air point:temperature (oC), building:zone 04:supplied energy:heating (W), building:zone 04:windows:position (-), climate:dry bulb temperature (oC), 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2511.2651, 365.00000, 24.000000, 1.0000000, 96.000000, 21.000000, 0.069141671, 2511.2651, 20.197687, 20.258997, 20.251444, 20.251020, 20.267294, 20.259058, 20.250011, 20.251947, 20.270550, 20.271317, 20.272852, 20.254955, 20.273350, 20.273603, 20.273277, 20.275785, 20.273603, 0.0000000, 20.509432, 0.0000000, 0.0000000, -8.2075357, 0.0000000, 0.0000000, -13.418911, 0.0000000, 0.0000000, -14.100000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1193.9764, 1.0000000, 1.0000000, 1.0000000, 97.000000, 21.000000, 0.070979811, 1193.9764, 20.167416, 20.219915, 20.215637, 20.216599, 20.222958, 20.221672, 20.215191, 20.212063, 20.232059, 20.235172, 20.234320, 20.217999, 20.236353, 20.236126, 20.235903, 20.238438, 20.236132, 0.0000000, 20.491373, 0.0000000, 0.0000000, -8.2028294, 0.0000000, 0.0000000, -14.329557, 0.0000000, 0.0000000, -14.800000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2638.2517, 1.0000000, 2.0000000, 1.0000000, 98.000000, 21.000000, 0.073576786, 2638.2517, 20.137949, 20.188129, 20.181944, 20.181570, 20.196383, 20.188700, 20.181015, 20.182854, 20.199448, 20.199541, 20.200848, 20.185127, 20.201385, 20.201546, 20.201191, 20.204037, 20.201551, 0.0000000, 20.466013, 0.0000000, 0.0000000, -8.2129326, 0.0000000, 0.0000000, -14.672280, 0.0000000, 0.0000000, -15.400000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1345.6063, 1.0000000, 3.0000000, 1.0000000, 99.000000, 21.000000, 0.072349742, 1345.6063, 20.112514, 20.155449, 20.151947, 20.152901, 20.158939, 20.157444, 20.151913, 20.149323, 20.167255, 20.169329, 20.168610, 20.154221, 20.170454, 20.170187, 20.169918, 20.172817, 20.170183, 0.0000000, 20.446991, 0.0000000, 0.0000000, -8.2363739, 0.0000000, 0.0000000, -15.163500, 0.0000000, 0.0000000, -15.700000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2786.2744, 1.0000000, 4.0000000, 1.0000000, 100.00000, 21.000000, 0.074472733, 2786.2744, 20.082697, 20.127386, 20.122257, 20.121916, 20.135523, 20.128307, 20.121796, 20.123449, 20.138504, 20.137978, 20.139126, 20.125225, 20.139656, 20.139738, 20.139336, 20.142508, 20.139738, 0.0000000, 20.426685, 0.0000000, 0.0000000, -8.2700100, 0.0000000, 0.0000000, -15.484339, 0.0000000, 0.0000000, -16.000000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1465.1200, 1.0000000, 5.0000000, 1.0000000, 101.00000, 21.000000, 0.073262632, 1465.1200, 20.058357, 20.097643, 20.094606, 20.095697, 20.101479, 20.099775, 20.095015, 20.092848, 20.109182, 20.110369, 20.109751, 20.096952, 20.111471, 20.111158, 20.110867, 20.114029, 20.111164, 0.0000000, 20.410818, 0.0000000, 0.0000000, -8.3123798, 0.0000000, 0.0000000, -15.767119, 0.0000000, 0.0000000, -16.299999, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2891.9792, 1.0000000, 6.0000000, 1.0000000, 102.00000, 21.000000, 0.074397884, 2891.9792, 20.033920, 20.072504, 20.068132, 20.067965, 20.080564, 20.073669, 20.068104, 20.069719, 20.083424, 20.082317, 20.083366, 20.071009, 20.083914, 20.083912, 20.083483, 20.086914, 20.083904, 0.0000000, 20.393766, 0.0000000, 0.0000000, -8.3619366, 0.0000000, 0.0000000, -16.227959, 0.0000000, 0.0000000, -16.700001, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1566.3903, 1.0000000, 7.0000000, 1.0000000, 103.00000, 21.000000, 0.074397884, 1566.3903, 20.012625, 20.046350, 20.043797, 20.045012, 20.050526, 20.048635, 20.044540, 20.042850, 20.057627, 20.058104, 20.057535, 20.046181, 20.059137, 20.058786, 20.058447, 20.061886, 20.058783, 0.0000000, 20.380251, 0.0000000, 0.0000000, -8.4176083, 0.0000000, 0.0000000, -16.371769, 0.0000000, 0.0000000, -16.700001, 
0.0000000, 991.54517, 717.50433, 0.0000000, 2765.9521, 1.0000000, 8.0000000, 1.0000000, 104.00000, 21.000000, 0.073875450, 2765.9521, 20.267527, 20.101372, 20.103930, 20.325607, 20.179354, 20.102701, 20.306847, 20.170961, 20.609472, 20.220974, 20.147034, 20.196896, 20.111822, 20.111792, 20.242691, 20.114891, 20.111799, 0.0000000, 20.434561, 0.0000000, 0.0000000, -8.4781408, 0.0000000, 0.0000000, -15.354796, 0.0000000, 0.0000000, -15.600000, 
0.0000000, 1839.5740, 1364.1741, 0.0000000, 953.14264, 1.0000000, 9.0000000, 1.0000000, 105.00000, 21.000000, 0.075441293, 953.14264, 20.687502, 20.304556, 20.639439, 20.627214, 21.423849, 20.328722, 20.977663, 21.015055, 21.611816, 20.614489, 20.361572, 20.756329, 20.425743, 20.315390, 20.561167, 20.354446, 20.315382, 0.0000000, 20.552666, 0.0000000, 0.0000000, -8.5404177, 0.0000000, 0.0000000, -12.428341, 0.0000000, 0.0000000, -15.000000, 
