building:all zones:insolation:adverse (W), building:all zones:insolation:total (W), building:all zones:insolation:useful (W), building:all zones:supplied energy:cooling (W), building:all zones:supplied energy:heating (W), building:day number:present (days), building:hour:present (hours), building:month (-), building:time step (-), building:zone 01:air point:temperature (oC), building:zone 01:envelope:infiltration:air changes per hour (ACH), building:zone 01:supplied energy:heating (W), building:zone 01:surface 06:temperature (oC), building:zone 01:surface 16:temperature (oC), building:zone 01:surface 17:temperature (oC), building:zone 01:surface 18:temperature (oC), building:zone 01:surface 19:temperature (oC), building:zone 01:surface 20:temperature (oC), building:zone 01:surface 21:temperature (oC), building:zone 01:surface 22:temperature (oC), building:zone 01:surface 23:temperature (oC), building:zone 01:surface 24:temperature (oC), building:zone 01:surface 25:temperature (oC), building:zone 01:surface 26:temperature (oC), building:zone 01:surface 27:temperature (oC), building:zone 01:surface 28:temperature (oC), building:zone 01:surface 29:temperature (oC), building:zone 01:surface 30:temperature (oC), building:zone 01:surface 31:temperature (oC), building:zone 01:windows:position (-), building:zone 02:air point:temperature (oC), building:zone 02:supplied energy:heating (W), building:zone 02:windows:position (-), building:zone 03:air point:temperature (oC), building:zone 03:supplied energy:heating (W), building:zone 03:windows:position (-), building:zone 04:air point:temperature (oC), building:zone 04:supplied energy:heating (W), building:zone 04:windows:position (-), climate:dry bulb temperature (oC), 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2536.0422, 365.00000, 24.000000, 1.0000000, 96.000000, 21.000000, 0.069141671, 2536.0422, 20.214514, 20.290152, 20.284443, 20.285168, 20.296705, 20.289234, 20.285490, 20.288076, 20.297764, 20.296926, 20.298256, 20.286360, 20.298365, 20.298611, 20.298157, 20.300760, 20.298601, 0.0000000, 20.515160, 0.0000000, 0.0000000, -8.2074118, 0.0000000, 0.0000000, -13.419063, 0.0000000, 0.0000000, -14.100000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1138.8148, 1.0000000, 1.0000000, 1.0000000, 97.000000, 21.000000, 0.070979811, 1138.8148, 20.180710, 20.245760, 20.242704, 20.244886, 20.246912, 20.246338, 20.244598, 20.241953, 20.254177, 20.255835, 20.254705, 20.243677, 20.256464, 20.256252, 20.255892, 20.258568, 20.256260, 0.0000000, 20.497011, 0.0000000, 0.0000000, -8.2026424, 0.0000000, 0.0000000, -14.329551, 0.0000000, 0.0000000, -14.800000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2666.6592, 1.0000000, 2.0000000, 1.0000000, 98.000000, 21.000000, 0.073576786, 2666.6592, 20.148479, 20.209206, 20.204012, 20.204790, 20.215792, 20.208616, 20.205315, 20.207556, 20.217192, 20.216045, 20.217150, 20.206020, 20.217415, 20.217588, 20.217089, 20.220060, 20.217573, 0.0000000, 20.471409, 0.0000000, 0.0000000, -8.2126932, 0.0000000, 0.0000000, -14.672169, 0.0000000, 0.0000000, -15.400000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1293.2635, 1.0000000, 3.0000000, 1.0000000, 99.000000, 21.000000, 0.072349742, 1293.2635, 20.121714, 20.172621, 20.169769, 20.172066, 20.174461, 20.173433, 20.171907, 20.169756, 20.181290, 20.182234, 20.181265, 20.171076, 20.182951, 20.182680, 20.182289, 20.185301, 20.182686, 0.0000000, 20.452337, 0.0000000, 0.0000000, -8.2360973, 0.0000000, 0.0000000, -15.163305, 0.0000000, 0.0000000, -15.700000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2816.9478, 1.0000000, 4.0000000, 1.0000000, 100.00000, 21.000000, 0.074472733, 2816.9478, 20.090340, 20.141323, 20.136759, 20.137625, 20.148024, 20.141125, 20.138330, 20.140446, 20.149567, 20.148012, 20.148973, 20.138851, 20.149323, 20.149376, 20.148880, 20.152191, 20.149363, 0.0000000, 20.431938, 0.0000000, 0.0000000, -8.2696896, 0.0000000, 0.0000000, -15.484096, 0.0000000, 0.0000000, -16.000000, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1414.5490, 1.0000000, 5.0000000, 1.0000000, 101.00000, 21.000000, 0.073262632, 1414.5490, 20.064928, 20.108955, 20.106445, 20.108740, 20.111364, 20.110020, 20.108728, 20.107029, 20.117821, 20.118097, 20.117226, 20.107935, 20.118837, 20.118507, 20.118116, 20.121414, 20.118517, 0.0000000, 20.416088, 0.0000000, 0.0000000, -8.3120203, 0.0000000, 0.0000000, -15.766847, 0.0000000, 0.0000000, -16.299999, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 2924.0432, 1.0000000, 6.0000000, 1.0000000, 102.00000, 21.000000, 0.074397884, 2924.0432, 20.039478, 20.081331, 20.077433, 20.078314, 20.088171, 20.081541, 20.079168, 20.081179, 20.089832, 20.087870, 20.088697, 20.079523, 20.089127, 20.089111, 20.088619, 20.092157, 20.089102, 0.0000000, 20.398970, 0.0000000, 0.0000000, -8.3615685, 0.0000000, 0.0000000, -16.227682, 0.0000000, 0.0000000, -16.700001, 
0.0000000, 0.0000000, 0.0000000, 0.0000000, 1517.0157, 1.0000000, 7.0000000, 1.0000000, 103.00000, 21.000000, 0.074397884, 1517.0157, 20.017588, 20.053015, 20.050884, 20.053102, 20.055952, 20.054348, 20.053278, 20.051908, 20.062027, 20.061707, 20.060947, 20.052479, 20.062447, 20.062096, 20.061689, 20.065233, 20.062103, 0.0000000, 20.385477, 0.0000000, 0.0000000, -8.4172325, 0.0000000, 0.0000000, -16.371483, 0.0000000, 0.0000000, -16.700001, 
0.0000000, 991.54517, 717.50433, 0.0000000, 2799.6265, 1.0000000, 8.0000000, 1.0000000, 104.00000, 21.000000, 0.073875450, 2799.6265, 20.271017, 20.102701, 20.105396, 20.320234, 20.177212, 20.103193, 20.302717, 20.172049, 20.591509, 20.215693, 20.144241, 20.194513, 20.110174, 20.110041, 20.236341, 20.113279, 20.110033, 0.0000000, 20.439672, 0.0000000, 0.0000000, -8.4777470, 0.0000000, 0.0000000, -15.354514, 0.0000000, 0.0000000, -15.600000, 
0.0000000, 1839.5740, 1364.1741, 0.0000000, 908.28119, 1.0000000, 9.0000000, 1.0000000, 105.00000, 21.000000, 0.075441293, 908.28119, 20.685776, 20.286373, 20.609407, 20.586189, 21.361736, 20.309006, 20.925898, 20.969936, 21.518888, 20.577240, 20.337126, 20.716579, 20.401070, 20.294498, 20.524355, 20.332485, 20.294502, 0.0000000, 20.556269, 0.0000000, 0.0000000, -8.5400057, 0.0000000, 0.0000000, -12.428049, 0.0000000, 0.0000000, -15.000000, 
